0.691157;0.0611957;0.0673488;0.00849169
0.68482;0.0600026;0.0686917;0.00859828
0.691789;0.0600748;0.0673274;0.00797036
0.685772;0.0590262;0.0710438;0.00808768
0.682947;0.0603008;0.0701677;0.00819722
0.694027;0.0609221;0.0699033;0.00788947
0.689105;0.0597864;0.0674023;0.00853148
0.692426;0.0608906;0.0680817;0.00873342
0.682937;0.0587693;0.0684018;0.00774374
0.681752;0.0588363;0.0692708;0.00806452
0.690442;0.0582144;0.06856;0.00827233
0.683418;0.0590082;0.0681424;0.00859725
0.679302;0.0618819;0.0683002;0.0080673
0.690551;0.0597053;0.0685279;0.00783194
0.693165;0.0614615;0.0707835;0.00811008
0.678791;0.0617039;0.0682153;0.00756524
0.688339;0.0594721;0.068301;0.00786008
0.680297;0.0611911;0.0681731;0.00870812
0.680081;0.0602689;0.0697076;0.00828019
0.680846;0.0606384;0.0724168;0.00781255
0.685533;0.0601336;0.0690356;0.00806705
0.685273;0.061466;0.0705387;0.00809929
0.67836;0.0582475;0.0682297;0.00768859
0.685707;0.0612243;0.0707575;0.00810773
0.685271;0.0608888;0.0689878;0.0090232
0.685876;0.0596731;0.0679785;0.00788223
0.682646;0.0616277;0.0694601;0.00838126
0.699863;0.0647371;0.0691963;0.00800167
0.687445;0.0598993;0.0672681;0.0086325
0.683317;0.0601666;0.0706855;0.00836468
