0.00665479;0.00131224;0.00284259;0.0019264
0.00638462;0.00127925;0.0028717;0.00226472
0.00711038;0.00158869;0.00327508;0.00203705
0.00645625;0.00129737;0.00291101;0.00212675
0.0068597;0.00128421;0.00295041;0.00205091
0.00633567;0.00132322;0.00290056;0.00202057
0.00615629;0.00140521;0.00310073;0.00195257
0.00622487;0.00140585;0.00308865;0.00250402
0.00663472;0.00129055;0.00297117;0.00193877
0.00640578;0.00134997;0.00288263;0.00192998
0.00599702;0.00129412;0.00314862;0.00199018
0.00588328;0.00139392;0.0028249;0.002129
0.00586017;0.00140837;0.0030855;0.00187433
0.00602055;0.00139039;0.00340414;0.0019359
0.00611649;0.00132067;0.00276143;0.00187202
0.00594699;0.0013555;0.00286958;0.00185917
0.00578562;0.00143362;0.00279674;0.00182111
0.00591174;0.00140807;0.00286457;0.00187165
0.00606201;0.0014576;0.00287652;0.00187452
0.00612917;0.00180517;0.00331074;0.00203589
0.00582243;0.00155466;0.003518;0.00220104
0.00656958;0.00127911;0.00282649;0.00196869
0.00584748;0.0013883;0.0029439;0.00188574
0.00584376;0.00142108;0.00293292;0.00187863
0.00584445;0.00138487;0.00290797;0.00187935
0.00586352;0.00142544;0.00268385;0.00182301
0.00584456;0.00156137;0.00337556;0.00205928
0.00634421;0.00133175;0.00276346;0.00206051
0.00603034;0.00139247;0.00285362;0.00191148
0.00602474;0.00138336;0.00288271;0.00191156
