0.16421;0.00952305;0.0123936;0.0039402
0.15808;0.00963457;0.0125259;0.00394838
0.160888;0.00936038;0.0120756;0.00363678
0.160515;0.00943616;0.0145185;0.00453821
0.16184;0.00958899;0.0119905;0.00443011
0.170963;0.00941506;0.012214;0.00390891
0.158758;0.0100473;0.0125724;0.00389578
0.16197;0.00984649;0.0123942;0.00397891
0.156207;0.00920902;0.0118769;0.003739
0.163088;0.0105171;0.0125876;0.00418403
0.153137;0.00935707;0.0120207;0.00384148
0.154421;0.00938825;0.0121879;0.00384219
0.155046;0.0095383;0.0125364;0.00374394
0.153411;0.00891394;0.0125067;0.00368916
0.152771;0.00902096;0.0117966;0.00346229
0.154701;0.00915607;0.0118328;0.00356644
0.155206;0.00888808;0.0118522;0.00364094
0.154253;0.00893725;0.0116419;0.0037803
0.155427;0.00899087;0.0115335;0.00352459
0.154448;0.00927411;0.0122043;0.00375214
0.155013;0.00911167;0.0111889;0.0036199
0.157011;0.00902202;0.0120289;0.00363977
0.154903;0.00922668;0.0118906;0.00353345
0.153487;0.00890702;0.011788;0.00353035
0.154315;0.00893363;0.0118427;0.00364552
0.155042;0.00927138;0.0117773;0.00364561
0.151991;0.0101353;0.0123319;0.00377142
0.156437;0.00913174;0.0120786;0.00346524
0.156021;0.00864011;0.0114714;0.00374121
0.155944;0.00915345;0.0120444;0.00371258
