0.00588922;0.00532774;0.00708251;0.00224963
0.00721493;0.00528689;0.00729972;0.00193932
0.00610638;0.00513999;0.00700937;0.00199744
0.00588173;0.00534258;0.00715376;0.00195598
0.00595986;0.00548067;0.00737876;0.00222423
0.00657807;0.00515517;0.00722765;0.0018841
0.00585233;0.00527748;0.00706633;0.00188068
0.00637397;0.00535452;0.00728726;0.00188011
0.00615271;0.00516171;0.00767655;0.00209407
0.00631052;0.00513419;0.00701531;0.0019572
0.00594665;0.00544664;0.00717531;0.00187572
0.00662036;0.0062769;0.00738886;0.00199229
0.00588073;0.00526644;0.00695403;0.00185975
0.00568678;0.00510003;0.00724116;0.00182256
0.00598822;0.00523695;0.00704734;0.00187177
0.00662004;0.00597064;0.0074011;0.00231948
0.00588259;0.00527983;0.00705413;0.00188404
0.00593902;0.00527662;0.00702242;0.00195573
0.00593156;0.00522436;0.00702475;0.00187336
0.00701205;0.00576855;0.00721317;0.00190512
0.00599482;0.00568911;0.00700753;0.00188482
0.00691191;0.00552659;0.00716607;0.00193933
0.00585699;0.00529175;0.00716583;0.00182108
0.00592626;0.00528241;0.00710521;0.00184318
0.00568643;0.00536412;0.00686678;0.00207928
0.00660909;0.00503509;0.00717962;0.0018744
0.00596751;0.00524594;0.00698966;0.00187215
0.00588274;0.00515201;0.00711811;0.00182246
0.00582348;0.00527001;0.00696777;0.00192097
0.00678004;0.00544212;0.00735839;0.0019167
