0.729971;0.0317351;0.0365872;0.00881444
0.707751;0.0303371;0.0362618;0.00867587
0.713948;0.0315704;0.0373688;0.00847045
0.726001;0.0321767;0.0373078;0.00873487
0.718777;0.0317836;0.0378264;0.0088335
0.716495;0.0313868;0.0371548;0.00849709
0.715119;0.031622;0.0399269;0.00903169
0.728492;0.0315813;0.0363453;0.00838522
0.740033;0.0333459;0.0434512;0.00877331
0.705289;0.0308133;0.0366145;0.00840415
0.711719;0.0303607;0.0364278;0.00820243
0.696512;0.030638;0.0361821;0.00827771
0.698534;0.0296358;0.0354252;0.00816031
0.6987;0.031413;0.0376032;0.0081599
0.697836;0.0295571;0.0368324;0.00855308
0.688437;0.0294763;0.0359826;0.00797286
0.688362;0.0303059;0.0368055;0.00865065
0.695138;0.0303904;0.0357764;0.00823548
0.68468;0.0297594;0.0350293;0.00775336
0.684369;0.0313484;0.035515;0.00794533
0.681419;0.0292502;0.0346225;0.00812473
0.688253;0.030598;0.0352624;0.00829739
0.693697;0.0303491;0.0342128;0.00782611
0.684171;0.0317484;0.0368025;0.0082002
0.682439;0.0302891;0.0343064;0.00795265
0.67951;0.030064;0.0361609;0.00852378
0.680714;0.0296246;0.0355678;0.00796281
0.682668;0.030869;0.0349263;0.00785518
0.685307;0.029878;0.0345231;0.00764485
0.681047;0.031328;0.0354825;0.00805522
